location,recommended_foundation,suitability_score,building_height,area,3d_model_path,model_details
Loc2105,Standard Foundation,75,47,4514,models/3D_Model_2105.obj,"{""vertices"": 466, ""faces"": 1280}"
Loc2106,Deep Foundation,93,50,3009,models/3D_Model_2106.obj,"{""vertices"": 688, ""faces"": 1477}"
Loc2107,Shallow Foundation,54,34,2772,models/3D_Model_2107.obj,"{""vertices"": 505, ""faces"": 1714}"
Loc2108,Deep Foundation,79,6,1103,models/3D_Model_2108.obj,"{""vertices"": 363, ""faces"": 609}"
Loc2109,Standard Foundation,66,49,984,models/3D_Model_2109.obj,"{""vertices"": 669, ""faces"": 1947}"
Loc2110,Standard Foundation,58,49,536,models/3D_Model_2110.obj,"{""vertices"": 925, ""faces"": 987}"
Loc2111,Standard Foundation,75,8,617,models/3D_Model_2111.obj,"{""vertices"": 975, ""faces"": 1659}"
Loc2112,Shallow Foundation,59,29,3934,models/3D_Model_2112.obj,"{""vertices"": 492, ""faces"": 1947}"
Loc2113,Deep Foundation,62,10,2463,models/3D_Model_2113.obj,"{""vertices"": 763, ""faces"": 1198}"
Loc2114,Deep Foundation,83,20,2354,models/3D_Model_2114.obj,"{""vertices"": 708, ""faces"": 705}"
Loc2115,Deep Foundation,53,20,950,models/3D_Model_2115.obj,"{""vertices"": 855, ""faces"": 1996}"
Loc2116,Standard Foundation,53,26,4523,models/3D_Model_2116.obj,"{""vertices"": 659, ""faces"": 1692}"
Loc2117,Standard Foundation,92,40,3677,models/3D_Model_2117.obj,"{""vertices"": 512, ""faces"": 1941}"
Loc2118,Shallow Foundation,72,35,4021,models/3D_Model_2118.obj,"{""vertices"": 520, ""faces"": 929}"
Loc2119,Deep Foundation,63,17,2451,models/3D_Model_2119.obj,"{""vertices"": 847, ""faces"": 855}"
Loc2120,Standard Foundation,52,45,1656,models/3D_Model_2120.obj,"{""vertices"": 971, ""faces"": 682}"
Loc2121,Standard Foundation,70,47,1272,models/3D_Model_2121.obj,"{""vertices"": 464, ""faces"": 1301}"
Loc2122,Deep Foundation,62,22,1618,models/3D_Model_2122.obj,"{""vertices"": 739, ""faces"": 1387}"
Loc2123,Standard Foundation,75,11,2767,models/3D_Model_2123.obj,"{""vertices"": 497, ""faces"": 1562}"
Loc2124,Standard Foundation,72,22,1054,models/3D_Model_2124.obj,"{""vertices"": 960, ""faces"": 1710}"
Loc2125,Standard Foundation,52,35,1096,models/3D_Model_2125.obj,"{""vertices"": 915, ""faces"": 1720}"
Loc2126,Shallow Foundation,71,50,2543,models/3D_Model_2126.obj,"{""vertices"": 633, ""faces"": 1299}"
Loc2127,Shallow Foundation,93,11,834,models/3D_Model_2127.obj,"{""vertices"": 899, ""faces"": 1195}"
Loc2128,Standard Foundation,53,37,3731,models/3D_Model_2128.obj,"{""vertices"": 746, ""faces"": 1317}"
Loc2129,Standard Foundation,95,14,4962,models/3D_Model_2129.obj,"{""vertices"": 301, ""faces"": 504}"
Loc2130,Shallow Foundation,82,8,3984,models/3D_Model_2130.obj,"{""vertices"": 469, ""faces"": 509}"
Loc2131,Shallow Foundation,57,26,1873,models/3D_Model_2131.obj,"{""vertices"": 764, ""faces"": 839}"
Loc2132,Shallow Foundation,94,22,1463,models/3D_Model_2132.obj,"{""vertices"": 412, ""faces"": 779}"
Loc2133,Standard Foundation,75,22,3280,models/3D_Model_2133.obj,"{""vertices"": 743, ""faces"": 1755}"
Loc2134,Standard Foundation,96,27,4364,models/3D_Model_2134.obj,"{""vertices"": 614, ""faces"": 1908}"
Loc2135,Deep Foundation,68,36,4479,models/3D_Model_2135.obj,"{""vertices"": 703, ""faces"": 1130}"
Loc2136,Standard Foundation,97,10,3160,models/3D_Model_2136.obj,"{""vertices"": 535, ""faces"": 1127}"
Loc2137,Standard Foundation,67,34,2209,models/3D_Model_2137.obj,"{""vertices"": 441, ""faces"": 608}"
Loc2138,Shallow Foundation,64,16,3805,models/3D_Model_2138.obj,"{""vertices"": 399, ""faces"": 1756}"
Loc2139,Deep Foundation,74,32,4694,models/3D_Model_2139.obj,"{""vertices"": 779, ""faces"": 1926}"
Loc2140,Deep Foundation,99,14,1273,models/3D_Model_2140.obj,"{""vertices"": 661, ""faces"": 1856}"
Loc2141,Shallow Foundation,77,11,3716,models/3D_Model_2141.obj,"{""vertices"": 565, ""faces"": 1822}"
Loc2142,Deep Foundation,82,27,983,models/3D_Model_2142.obj,"{""vertices"": 748, ""faces"": 1328}"
Loc2143,Deep Foundation,93,38,3856,models/3D_Model_2143.obj,"{""vertices"": 679, ""faces"": 898}"
Loc2144,Deep Foundation,72,15,1143,models/3D_Model_2144.obj,"{""vertices"": 682, ""faces"": 544}"
Loc2145,Deep Foundation,88,36,2824,models/3D_Model_2145.obj,"{""vertices"": 687, ""faces"": 620}"
Loc2146,Shallow Foundation,90,36,4534,models/3D_Model_2146.obj,"{""vertices"": 951, ""faces"": 731}"
Loc2147,Shallow Foundation,55,26,1166,models/3D_Model_2147.obj,"{""vertices"": 870, ""faces"": 610}"
Loc2148,Standard Foundation,81,44,4426,models/3D_Model_2148.obj,"{""vertices"": 541, ""faces"": 1426}"
Loc2149,Deep Foundation,63,6,3747,models/3D_Model_2149.obj,"{""vertices"": 459, ""faces"": 504}"
Loc2150,Deep Foundation,61,23,2372,models/3D_Model_2150.obj,"{""vertices"": 481, ""faces"": 1255}"
Loc2151,Deep Foundation,59,31,3184,models/3D_Model_2151.obj,"{""vertices"": 866, ""faces"": 1748}"
Loc2152,Shallow Foundation,92,45,3821,models/3D_Model_2152.obj,"{""vertices"": 630, ""faces"": 1632}"
Loc2153,Deep Foundation,99,23,3167,models/3D_Model_2153.obj,"{""vertices"": 429, ""faces"": 1713}"
Loc2154,Deep Foundation,50,34,4404,models/3D_Model_2154.obj,"{""vertices"": 637, ""faces"": 1559}"
Loc2155,Deep Foundation,84,19,3470,models/3D_Model_2155.obj,"{""vertices"": 609, ""faces"": 966}"
Loc2156,Standard Foundation,68,34,1791,models/3D_Model_2156.obj,"{""vertices"": 894, ""faces"": 974}"
Loc2157,Shallow Foundation,88,40,1625,models/3D_Model_2157.obj,"{""vertices"": 470, ""faces"": 1212}"
Loc2158,Shallow Foundation,55,14,4125,models/3D_Model_2158.obj,"{""vertices"": 704, ""faces"": 1988}"
Loc2159,Shallow Foundation,50,36,4322,models/3D_Model_2159.obj,"{""vertices"": 302, ""faces"": 833}"
Loc2160,Shallow Foundation,74,38,1505,models/3D_Model_2160.obj,"{""vertices"": 329, ""faces"": 1399}"
Loc2161,Shallow Foundation,99,50,2026,models/3D_Model_2161.obj,"{""vertices"": 760, ""faces"": 1628}"
Loc2162,Shallow Foundation,53,43,3452,models/3D_Model_2162.obj,"{""vertices"": 670, ""faces"": 1091}"
Loc2163,Standard Foundation,76,47,2836,models/3D_Model_2163.obj,"{""vertices"": 592, ""faces"": 1552}"
Loc2164,Shallow Foundation,56,24,4883,models/3D_Model_2164.obj,"{""vertices"": 525, ""faces"": 1288}"
Loc2165,Deep Foundation,92,20,654,models/3D_Model_2165.obj,"{""vertices"": 943, ""faces"": 876}"
Loc2166,Deep Foundation,86,10,3576,models/3D_Model_2166.obj,"{""vertices"": 789, ""faces"": 1740}"
Loc2167,Standard Foundation,74,36,1027,models/3D_Model_2167.obj,"{""vertices"": 778, ""faces"": 1191}"
Loc2168,Standard Foundation,84,48,2655,models/3D_Model_2168.obj,"{""vertices"": 779, ""faces"": 1097}"
Loc2169,Deep Foundation,66,17,3695,models/3D_Model_2169.obj,"{""vertices"": 892, ""faces"": 888}"
Loc2170,Shallow Foundation,99,11,3480,models/3D_Model_2170.obj,"{""vertices"": 692, ""faces"": 1482}"
Loc2171,Deep Foundation,81,31,3429,models/3D_Model_2171.obj,"{""vertices"": 382, ""faces"": 1800}"
Loc2172,Deep Foundation,84,27,1607,models/3D_Model_2172.obj,"{""vertices"": 522, ""faces"": 1601}"
Loc2173,Standard Foundation,82,42,3592,models/3D_Model_2173.obj,"{""vertices"": 885, ""faces"": 1241}"
Loc2174,Shallow Foundation,50,7,3900,models/3D_Model_2174.obj,"{""vertices"": 967, ""faces"": 1867}"
Loc2175,Standard Foundation,58,48,4396,models/3D_Model_2175.obj,"{""vertices"": 404, ""faces"": 1227}"
Loc2176,Standard Foundation,86,32,2359,models/3D_Model_2176.obj,"{""vertices"": 832, ""faces"": 916}"
Loc2177,Deep Foundation,77,15,3997,models/3D_Model_2177.obj,"{""vertices"": 961, ""faces"": 856}"
Loc2178,Shallow Foundation,53,27,2989,models/3D_Model_2178.obj,"{""vertices"": 749, ""faces"": 1023}"
Loc2179,Shallow Foundation,55,46,3034,models/3D_Model_2179.obj,"{""vertices"": 901, ""faces"": 1540}"
Loc2180,Shallow Foundation,92,25,3515,models/3D_Model_2180.obj,"{""vertices"": 326, ""faces"": 1897}"
Loc2181,Shallow Foundation,55,29,1308,models/3D_Model_2181.obj,"{""vertices"": 899, ""faces"": 921}"
Loc2182,Standard Foundation,95,49,2183,models/3D_Model_2182.obj,"{""vertices"": 576, ""faces"": 580}"
Loc2183,Deep Foundation,76,18,2070,models/3D_Model_2183.obj,"{""vertices"": 367, ""faces"": 1096}"
Loc2184,Standard Foundation,85,26,2312,models/3D_Model_2184.obj,"{""vertices"": 594, ""faces"": 1843}"
Loc2185,Standard Foundation,81,16,4241,models/3D_Model_2185.obj,"{""vertices"": 679, ""faces"": 1340}"
Loc2186,Standard Foundation,100,45,1246,models/3D_Model_2186.obj,"{""vertices"": 780, ""faces"": 1381}"
Loc2187,Deep Foundation,84,43,4192,models/3D_Model_2187.obj,"{""vertices"": 963, ""faces"": 542}"
Loc2188,Deep Foundation,88,13,1304,models/3D_Model_2188.obj,"{""vertices"": 680, ""faces"": 1388}"
Loc2189,Standard Foundation,96,30,2611,models/3D_Model_2189.obj,"{""vertices"": 456, ""faces"": 698}"
Loc2190,Standard Foundation,64,44,4920,models/3D_Model_2190.obj,"{""vertices"": 725, ""faces"": 1206}"
Loc2191,Standard Foundation,52,25,3738,models/3D_Model_2191.obj,"{""vertices"": 352, ""faces"": 1642}"
Loc2192,Standard Foundation,63,25,3483,models/3D_Model_2192.obj,"{""vertices"": 471, ""faces"": 1608}"
Loc2193,Shallow Foundation,65,40,2956,models/3D_Model_2193.obj,"{""vertices"": 860, ""faces"": 1666}"
Loc2194,Shallow Foundation,79,42,3963,models/3D_Model_2194.obj,"{""vertices"": 484, ""faces"": 1708}"
Loc2195,Deep Foundation,96,28,3208,models/3D_Model_2195.obj,"{""vertices"": 711, ""faces"": 795}"
Loc2196,Standard Foundation,64,38,4537,models/3D_Model_2196.obj,"{""vertices"": 818, ""faces"": 1226}"
Loc2197,Shallow Foundation,90,38,3302,models/3D_Model_2197.obj,"{""vertices"": 330, ""faces"": 807}"
Loc2198,Shallow Foundation,100,41,2988,models/3D_Model_2198.obj,"{""vertices"": 766, ""faces"": 1243}"
Loc2199,Deep Foundation,89,15,1108,models/3D_Model_2199.obj,"{""vertices"": 987, ""faces"": 1222}"
Loc2200,Shallow Foundation,80,45,3120,models/3D_Model_2200.obj,"{""vertices"": 646, ""faces"": 1073}"
Loc2201,Shallow Foundation,85,16,3206,models/3D_Model_2201.obj,"{""vertices"": 329, ""faces"": 1645}"
Loc2202,Deep Foundation,61,13,1571,models/3D_Model_2202.obj,"{""vertices"": 617, ""faces"": 1822}"
Loc2203,Shallow Foundation,73,28,4397,models/3D_Model_2203.obj,"{""vertices"": 995, ""faces"": 991}"
Loc2204,Standard Foundation,64,16,2116,models/3D_Model_2204.obj,"{""vertices"": 648, ""faces"": 1412}"
Loc2205,Shallow Foundation,98,16,715,models/3D_Model_2205.obj,"{""vertices"": 887, ""faces"": 1738}"
Loc2206,Shallow Foundation,51,21,3320,models/3D_Model_2206.obj,"{""vertices"": 588, ""faces"": 521}"
Loc2207,Shallow Foundation,71,47,1405,models/3D_Model_2207.obj,"{""vertices"": 570, ""faces"": 823}"
Loc2208,Standard Foundation,87,37,3766,models/3D_Model_2208.obj,"{""vertices"": 333, ""faces"": 1968}"
Loc2209,Deep Foundation,61,42,3811,models/3D_Model_2209.obj,"{""vertices"": 764, ""faces"": 736}"
Loc2210,Shallow Foundation,56,9,4494,models/3D_Model_2210.obj,"{""vertices"": 628, ""faces"": 1594}"
Loc2211,Shallow Foundation,67,40,881,models/3D_Model_2211.obj,"{""vertices"": 672, ""faces"": 1724}"
Loc2212,Shallow Foundation,65,31,1634,models/3D_Model_2212.obj,"{""vertices"": 886, ""faces"": 933}"
Loc2213,Standard Foundation,60,8,4258,models/3D_Model_2213.obj,"{""vertices"": 999, ""faces"": 1846}"
Loc2214,Deep Foundation,50,15,3073,models/3D_Model_2214.obj,"{""vertices"": 611, ""faces"": 1909}"
Loc2215,Deep Foundation,91,7,1626,models/3D_Model_2215.obj,"{""vertices"": 772, ""faces"": 922}"
Loc2216,Shallow Foundation,89,28,1142,models/3D_Model_2216.obj,"{""vertices"": 462, ""faces"": 759}"
Loc2217,Deep Foundation,69,19,3435,models/3D_Model_2217.obj,"{""vertices"": 761, ""faces"": 1824}"
Loc2218,Standard Foundation,83,33,1080,models/3D_Model_2218.obj,"{""vertices"": 390, ""faces"": 1466}"
Loc2219,Shallow Foundation,62,5,1867,models/3D_Model_2219.obj,"{""vertices"": 861, ""faces"": 1674}"
Loc2220,Standard Foundation,97,27,1977,models/3D_Model_2220.obj,"{""vertices"": 403, ""faces"": 1605}"
Loc2221,Deep Foundation,94,22,1043,models/3D_Model_2221.obj,"{""vertices"": 724, ""faces"": 1285}"
Loc2222,Standard Foundation,78,36,1565,models/3D_Model_2222.obj,"{""vertices"": 568, ""faces"": 1560}"
Loc2223,Shallow Foundation,53,12,1196,models/3D_Model_2223.obj,"{""vertices"": 682, ""faces"": 917}"
Loc2224,Shallow Foundation,93,28,2250,models/3D_Model_2224.obj,"{""vertices"": 586, ""faces"": 927}"
Loc2225,Standard Foundation,74,44,2108,models/3D_Model_2225.obj,"{""vertices"": 632, ""faces"": 1467}"
Loc2226,Standard Foundation,56,9,4333,models/3D_Model_2226.obj,"{""vertices"": 559, ""faces"": 991}"
Loc2227,Standard Foundation,97,7,1408,models/3D_Model_2227.obj,"{""vertices"": 962, ""faces"": 1638}"
Loc2228,Standard Foundation,74,8,2935,models/3D_Model_2228.obj,"{""vertices"": 807, ""faces"": 1828}"
Loc2229,Standard Foundation,70,15,4588,models/3D_Model_2229.obj,"{""vertices"": 938, ""faces"": 1964}"
Loc2230,Standard Foundation,60,5,1810,models/3D_Model_2230.obj,"{""vertices"": 904, ""faces"": 662}"
Loc2231,Shallow Foundation,71,14,4283,models/3D_Model_2231.obj,"{""vertices"": 858, ""faces"": 562}"
Loc2232,Shallow Foundation,92,5,2781,models/3D_Model_2232.obj,"{""vertices"": 451, ""faces"": 1872}"
Loc2233,Standard Foundation,92,21,3409,models/3D_Model_2233.obj,"{""vertices"": 901, ""faces"": 1073}"
Loc2234,Shallow Foundation,81,6,2512,models/3D_Model_2234.obj,"{""vertices"": 989, ""faces"": 1747}"
Loc2235,Shallow Foundation,97,46,3544,models/3D_Model_2235.obj,"{""vertices"": 880, ""faces"": 667}"
Loc2236,Standard Foundation,56,43,1801,models/3D_Model_2236.obj,"{""vertices"": 538, ""faces"": 517}"
Loc2237,Shallow Foundation,73,36,3065,models/3D_Model_2237.obj,"{""vertices"": 347, ""faces"": 1059}"
Loc2238,Standard Foundation,77,13,3720,models/3D_Model_2238.obj,"{""vertices"": 320, ""faces"": 656}"
Loc2239,Shallow Foundation,50,42,3602,models/3D_Model_2239.obj,"{""vertices"": 670, ""faces"": 1343}"
Loc2240,Deep Foundation,94,30,3392,models/3D_Model_2240.obj,"{""vertices"": 467, ""faces"": 1496}"
Loc2241,Standard Foundation,92,31,2661,models/3D_Model_2241.obj,"{""vertices"": 434, ""faces"": 1126}"
Loc2242,Shallow Foundation,66,19,1027,models/3D_Model_2242.obj,"{""vertices"": 831, ""faces"": 925}"
Loc2243,Shallow Foundation,89,50,1318,models/3D_Model_2243.obj,"{""vertices"": 769, ""faces"": 1026}"
Loc2244,Standard Foundation,58,28,3061,models/3D_Model_2244.obj,"{""vertices"": 830, ""faces"": 1040}"
Loc2245,Deep Foundation,56,31,4022,models/3D_Model_2245.obj,"{""vertices"": 871, ""faces"": 1723}"
Loc2246,Standard Foundation,83,18,4790,models/3D_Model_2246.obj,"{""vertices"": 795, ""faces"": 1504}"
Loc2247,Standard Foundation,67,29,1236,models/3D_Model_2247.obj,"{""vertices"": 433, ""faces"": 712}"
Loc2248,Standard Foundation,80,44,1600,models/3D_Model_2248.obj,"{""vertices"": 482, ""faces"": 1133}"
Loc2249,Deep Foundation,82,49,1060,models/3D_Model_2249.obj,"{""vertices"": 882, ""faces"": 1168}"
Loc2250,Deep Foundation,53,28,4731,models/3D_Model_2250.obj,"{""vertices"": 763, ""faces"": 673}"
Loc2251,Deep Foundation,58,28,2057,models/3D_Model_2251.obj,"{""vertices"": 521, ""faces"": 1182}"
Loc2252,Standard Foundation,76,7,2138,models/3D_Model_2252.obj,"{""vertices"": 380, ""faces"": 560}"
Loc2253,Shallow Foundation,92,44,4152,models/3D_Model_2253.obj,"{""vertices"": 853, ""faces"": 1871}"
Loc2254,Shallow Foundation,79,47,3552,models/3D_Model_2254.obj,"{""vertices"": 974, ""faces"": 1056}"
Loc2255,Standard Foundation,57,13,1158,models/3D_Model_2255.obj,"{""vertices"": 710, ""faces"": 1704}"
Loc2256,Shallow Foundation,88,39,986,models/3D_Model_2256.obj,"{""vertices"": 648, ""faces"": 894}"
Loc2257,Standard Foundation,99,23,2891,models/3D_Model_2257.obj,"{""vertices"": 473, ""faces"": 746}"
Loc2258,Standard Foundation,55,15,3675,models/3D_Model_2258.obj,"{""vertices"": 568, ""faces"": 828}"
Loc2259,Standard Foundation,69,14,2787,models/3D_Model_2259.obj,"{""vertices"": 935, ""faces"": 864}"
Loc2260,Standard Foundation,52,40,3638,models/3D_Model_2260.obj,"{""vertices"": 561, ""faces"": 1074}"
Loc2261,Standard Foundation,53,5,3428,models/3D_Model_2261.obj,"{""vertices"": 644, ""faces"": 777}"
Loc2262,Deep Foundation,94,26,1770,models/3D_Model_2262.obj,"{""vertices"": 790, ""faces"": 1043}"
Loc2263,Shallow Foundation,63,44,614,models/3D_Model_2263.obj,"{""vertices"": 660, ""faces"": 953}"
Loc2264,Standard Foundation,55,18,1592,models/3D_Model_2264.obj,"{""vertices"": 343, ""faces"": 1057}"
Loc2265,Standard Foundation,97,35,2046,models/3D_Model_2265.obj,"{""vertices"": 311, ""faces"": 1228}"
Loc2266,Deep Foundation,83,37,4246,models/3D_Model_2266.obj,"{""vertices"": 374, ""faces"": 870}"
Loc2267,Standard Foundation,97,15,2913,models/3D_Model_2267.obj,"{""vertices"": 396, ""faces"": 1633}"
Loc2268,Standard Foundation,83,12,2799,models/3D_Model_2268.obj,"{""vertices"": 980, ""faces"": 1018}"
Loc2269,Standard Foundation,85,21,3966,models/3D_Model_2269.obj,"{""vertices"": 579, ""faces"": 1079}"
Loc2270,Standard Foundation,96,19,2525,models/3D_Model_2270.obj,"{""vertices"": 885, ""faces"": 1750}"
Loc2271,Shallow Foundation,75,30,4499,models/3D_Model_2271.obj,"{""vertices"": 879, ""faces"": 1993}"
Loc2272,Standard Foundation,79,9,3168,models/3D_Model_2272.obj,"{""vertices"": 884, ""faces"": 1270}"
Loc2273,Deep Foundation,56,15,4806,models/3D_Model_2273.obj,"{""vertices"": 794, ""faces"": 1661}"
Loc2274,Shallow Foundation,54,7,4142,models/3D_Model_2274.obj,"{""vertices"": 467, ""faces"": 1805}"
Loc2275,Standard Foundation,64,31,4374,models/3D_Model_2275.obj,"{""vertices"": 808, ""faces"": 1501}"
Loc2276,Shallow Foundation,87,9,4775,models/3D_Model_2276.obj,"{""vertices"": 697, ""faces"": 965}"
Loc2277,Standard Foundation,64,39,4504,models/3D_Model_2277.obj,"{""vertices"": 413, ""faces"": 983}"
Loc2278,Standard Foundation,84,13,3766,models/3D_Model_2278.obj,"{""vertices"": 561, ""faces"": 1993}"
Loc2279,Shallow Foundation,70,48,3900,models/3D_Model_2279.obj,"{""vertices"": 403, ""faces"": 1479}"
Loc2280,Standard Foundation,90,40,4672,models/3D_Model_2280.obj,"{""vertices"": 366, ""faces"": 868}"
Loc2281,Deep Foundation,73,49,3720,models/3D_Model_2281.obj,"{""vertices"": 700, ""faces"": 1132}"
Loc2282,Shallow Foundation,75,7,1663,models/3D_Model_2282.obj,"{""vertices"": 946, ""faces"": 967}"
Loc2283,Standard Foundation,85,5,2174,models/3D_Model_2283.obj,"{""vertices"": 880, ""faces"": 851}"
Loc2284,Shallow Foundation,97,48,2798,models/3D_Model_2284.obj,"{""vertices"": 706, ""faces"": 1448}"
Loc2285,Shallow Foundation,78,18,2604,models/3D_Model_2285.obj,"{""vertices"": 677, ""faces"": 1762}"
Loc2286,Shallow Foundation,65,22,2482,models/3D_Model_2286.obj,"{""vertices"": 998, ""faces"": 1131}"
Loc2287,Deep Foundation,90,22,716,models/3D_Model_2287.obj,"{""vertices"": 593, ""faces"": 1256}"
Loc2288,Standard Foundation,73,21,2398,models/3D_Model_2288.obj,"{""vertices"": 874, ""faces"": 711}"
Loc2289,Standard Foundation,98,40,4958,models/3D_Model_2289.obj,"{""vertices"": 497, ""faces"": 1024}"
Loc2290,Standard Foundation,58,18,1154,models/3D_Model_2290.obj,"{""vertices"": 979, ""faces"": 1884}"
Loc2291,Shallow Foundation,58,7,3672,models/3D_Model_2291.obj,"{""vertices"": 547, ""faces"": 1778}"
Loc2292,Deep Foundation,75,31,2545,models/3D_Model_2292.obj,"{""vertices"": 379, ""faces"": 709}"
Loc2293,Standard Foundation,69,9,1845,models/3D_Model_2293.obj,"{""vertices"": 307, ""faces"": 1742}"
Loc2294,Standard Foundation,57,11,4049,models/3D_Model_2294.obj,"{""vertices"": 721, ""faces"": 895}"
Loc2295,Deep Foundation,59,43,4042,models/3D_Model_2295.obj,"{""vertices"": 928, ""faces"": 1793}"
Loc2296,Standard Foundation,97,17,2476,models/3D_Model_2296.obj,"{""vertices"": 964, ""faces"": 1086}"
Loc2297,Deep Foundation,81,12,1115,models/3D_Model_2297.obj,"{""vertices"": 958, ""faces"": 1550}"
Loc2298,Standard Foundation,94,41,3781,models/3D_Model_2298.obj,"{""vertices"": 541, ""faces"": 1584}"
Loc2299,Standard Foundation,56,27,4799,models/3D_Model_2299.obj,"{""vertices"": 832, ""faces"": 1699}"
Loc2300,Standard Foundation,62,30,521,models/3D_Model_2300.obj,"{""vertices"": 434, ""faces"": 1819}"
Loc2301,Standard Foundation,91,15,4362,models/3D_Model_2301.obj,"{""vertices"": 752, ""faces"": 1352}"
Loc2302,Shallow Foundation,65,8,4616,models/3D_Model_2302.obj,"{""vertices"": 302, ""faces"": 638}"
Loc2303,Standard Foundation,97,29,3007,models/3D_Model_2303.obj,"{""vertices"": 933, ""faces"": 843}"
Loc2304,Shallow Foundation,76,39,3140,models/3D_Model_2304.obj,"{""vertices"": 772, ""faces"": 844}"
Loc2305,Shallow Foundation,85,49,4669,models/3D_Model_2305.obj,"{""vertices"": 880, ""faces"": 1902}"
Loc2306,Shallow Foundation,83,11,4171,models/3D_Model_2306.obj,"{""vertices"": 570, ""faces"": 1154}"
Loc2307,Deep Foundation,61,49,4402,models/3D_Model_2307.obj,"{""vertices"": 927, ""faces"": 1981}"
Loc2308,Deep Foundation,55,38,1483,models/3D_Model_2308.obj,"{""vertices"": 740, ""faces"": 1308}"
Loc2309,Shallow Foundation,93,47,3653,models/3D_Model_2309.obj,"{""vertices"": 450, ""faces"": 787}"
Loc2310,Shallow Foundation,65,29,1011,models/3D_Model_2310.obj,"{""vertices"": 305, ""faces"": 1435}"
Loc2311,Shallow Foundation,52,41,2743,models/3D_Model_2311.obj,"{""vertices"": 665, ""faces"": 871}"
Loc2312,Deep Foundation,54,7,1474,models/3D_Model_2312.obj,"{""vertices"": 672, ""faces"": 725}"
Loc2313,Standard Foundation,61,44,4690,models/3D_Model_2313.obj,"{""vertices"": 490, ""faces"": 939}"
Loc2314,Standard Foundation,84,14,4301,models/3D_Model_2314.obj,"{""vertices"": 970, ""faces"": 1050}"
Loc2315,Standard Foundation,59,36,1609,models/3D_Model_2315.obj,"{""vertices"": 970, ""faces"": 1827}"
Loc2316,Standard Foundation,99,17,4562,models/3D_Model_2316.obj,"{""vertices"": 740, ""faces"": 642}"
Loc2317,Standard Foundation,55,20,3946,models/3D_Model_2317.obj,"{""vertices"": 473, ""faces"": 1664}"
Loc2318,Deep Foundation,92,48,1012,models/3D_Model_2318.obj,"{""vertices"": 797, ""faces"": 835}"
Loc2319,Deep Foundation,51,50,2584,models/3D_Model_2319.obj,"{""vertices"": 466, ""faces"": 1914}"
Loc2320,Standard Foundation,95,27,2651,models/3D_Model_2320.obj,"{""vertices"": 778, ""faces"": 719}"
Loc2321,Deep Foundation,89,25,2120,models/3D_Model_2321.obj,"{""vertices"": 651, ""faces"": 1912}"
Loc2322,Standard Foundation,71,8,4920,models/3D_Model_2322.obj,"{""vertices"": 713, ""faces"": 1143}"
Loc2323,Deep Foundation,50,22,818,models/3D_Model_2323.obj,"{""vertices"": 820, ""faces"": 1513}"
Loc2324,Standard Foundation,69,21,4411,models/3D_Model_2324.obj,"{""vertices"": 821, ""faces"": 1470}"
Loc2325,Standard Foundation,57,46,551,models/3D_Model_2325.obj,"{""vertices"": 359, ""faces"": 1448}"
Loc2326,Deep Foundation,71,5,1412,models/3D_Model_2326.obj,"{""vertices"": 776, ""faces"": 1821}"
Loc2327,Standard Foundation,66,19,951,models/3D_Model_2327.obj,"{""vertices"": 774, ""faces"": 959}"
Loc2328,Standard Foundation,97,24,4895,models/3D_Model_2328.obj,"{""vertices"": 783, ""faces"": 1139}"
Loc2329,Deep Foundation,54,21,830,models/3D_Model_2329.obj,"{""vertices"": 579, ""faces"": 1390}"
Loc2330,Shallow Foundation,90,25,549,models/3D_Model_2330.obj,"{""vertices"": 662, ""faces"": 1707}"
Loc2331,Deep Foundation,98,28,4930,models/3D_Model_2331.obj,"{""vertices"": 844, ""faces"": 614}"
Loc2332,Standard Foundation,68,39,4389,models/3D_Model_2332.obj,"{""vertices"": 748, ""faces"": 1566}"
Loc2333,Standard Foundation,78,35,2174,models/3D_Model_2333.obj,"{""vertices"": 928, ""faces"": 1401}"
Loc2334,Standard Foundation,98,17,2748,models/3D_Model_2334.obj,"{""vertices"": 605, ""faces"": 774}"
Loc2335,Deep Foundation,69,42,4257,models/3D_Model_2335.obj,"{""vertices"": 913, ""faces"": 952}"
Loc2336,Standard Foundation,72,43,3993,models/3D_Model_2336.obj,"{""vertices"": 999, ""faces"": 754}"
Loc2337,Standard Foundation,73,17,2801,models/3D_Model_2337.obj,"{""vertices"": 746, ""faces"": 693}"
Loc2338,Shallow Foundation,86,38,4938,models/3D_Model_2338.obj,"{""vertices"": 407, ""faces"": 1316}"
Loc2339,Shallow Foundation,93,32,2847,models/3D_Model_2339.obj,"{""vertices"": 599, ""faces"": 503}"
Loc2340,Standard Foundation,59,37,1554,models/3D_Model_2340.obj,"{""vertices"": 556, ""faces"": 902}"
Loc2341,Shallow Foundation,76,28,4727,models/3D_Model_2341.obj,"{""vertices"": 409, ""faces"": 1637}"
Loc2342,Shallow Foundation,60,29,2749,models/3D_Model_2342.obj,"{""vertices"": 843, ""faces"": 551}"
Loc2343,Standard Foundation,91,11,1710,models/3D_Model_2343.obj,"{""vertices"": 939, ""faces"": 1048}"
Loc2344,Standard Foundation,64,14,3876,models/3D_Model_2344.obj,"{""vertices"": 399, ""faces"": 1528}"
Loc2345,Deep Foundation,97,42,4594,models/3D_Model_2345.obj,"{""vertices"": 544, ""faces"": 1200}"
